County;Agency_Name;Trading_Name;Address;Licence_Number;Phone;Email;Website;Covered_Fields
Limerick;SSA Recruitment (Ireland) Limited;;Suite 307 The Gallery The Old Savoy Complex Co. Limerick V94 VY47;EA3627;35361579993;dan@ssaltd.com | jenna.hislop@ssaltd.com;https://www.ssaltd.com/;Engineering, Construction, Electrical, Quantity Surveyors
Limerick;Unijobs DAC;Unijobs DAC;9th Floor Riverpoint Lower Mallow St Co. Limerick V94 WC6A;EA3690;35361234300;grainne.mullane@unijobs.ie | jane.doe@unijobs.ie;https://unijobs.ie;Care & Healthcare, Education
Limerick;Windmill Homecare Ltd;WHC Recruitment;4 St Marys Terrace Askeaton Co. Limerick V94Y9N4;EA4803;;care@windmillhealthcare.ie | homecarecork@windmillgroup.ie | hr.homecare@windmillgroup.ie | hr@windmillgroup.ie;https://hcci.ie/find-care-near-me/munster/county-limerick/ | https://windmillgroup.ie | https://windmillhealthcare.ie/ | https://www.windmillhomecare.ie;Care & Healthcare
Longford;Naughton Cleaning Limited;;Longford Business & Technology Park Ballinalee Road Co. Longford;EA3300;353877655464;;https://locallife.ie | https://longford-ld.irelands-advisor.com;Cleaning Services
Longford;Ascot Consultancy Limited;;3 Sli Moinear Moydow Co. Longford N39 DD23;EA4859;+353433393333 | +353899732582;info@ascot.ie;http://www.ascotconsultants.com/ | https://ascot-consulting.net/ | https://ascot.ie;General Recruitment, Consultancy
Longford;Connect Recruitment Resources Limited;Connect Recruitment;Unit 7 Redleaf House Townspark Co. Longford N39 TK54;EA2253;353433331600;info@connectrecruit.ie;https://connectrecruit.ie;General Recruitment
Longford;Future Foundations Support Leinster Limited;;13 Ardnacassa Manor Knockahaw Co. Longford N39V8F1;EA5308;+353874701059 | +353874874958;admin@futurefoundations.ie | info@futurefoundations.ie;https://futurefoundations.ie/ | https://www.future-foundations.co.uk/;Care & Healthcare
Longford;Katriona Cummins;TX Recruitment;Cranalagh More Edgeworthstown Co. Longford N39F590;EA4882;;info@txrecruitment.ie | kilranens@kilranenationalschool.com;https://ladiesgaelic.ie/the-lgfa/history/around-the-world/ireland-2/longford/ | https://txrecruitment.ie | https://www.irishexaminer.com/lifestyle/arid-30864286.html | https://www.kilranenationalschool.com/about-us/staff | https://www.longfordleader.ie/video/features/324074/watch-love-is-in-the-air-as-longford-groom-sings-ronan-keating-s-this-i-promise-you-to-his-beautiful-bride.html;General Recruitment
Longford;MGB Total Ltd;;70 Cartrun Breac Longford Town Co. Longford;EA5230;+353830088261 | +353831057566 | +353851798370 | +353899524497;mgbtotal@yahoo.com;https://www.mgbtotal.com | https://yahoo.com;Commercial, Construction, Cleaning Services
Longford;Quicklane Consultants Limited;;No 3 Church Street Longford Co. Longford;EA5345;;;http://qfsaccounting.com/ | https://www.longfordconsulting.com/;Consultancy, General Recruitment
Longford;Skillmix International Limited;;3 Cluain Na Sidhe Killashee Co. Longford N39AH21;EA5261;;info@skillmixinternational.com;https://skillmixinternational.com | https://www.skillmix.de/ | https://www.skillmix.io/ | https://www.skillmix.net/;International Staffing
Longford;WS Staff Services Ltd;WS Staff Services Ltd;Lisryan Granard Co. Longford;EA5258;;;https://staffservices.co.uk/ | https://wstransportation.com/ws-group;General Recruitment
Louth;Affiniks International Limited;;8 Linenfield Crescent Ballymakenny Road Drogheda Co. Louth A92 R6HX;EA4785;;affiniksinternational@gmail.com | ambika@affiniks.com | ananyakrishna@affiniks.com | careers@affiniks.com | mathew@affiniks.com | nikhilgeorge@affiniks.com;https://affiniks.com | https://www.ceoemail.com/s.php?id=address-19281946;International Staffing, IT & Data Science
Louth;Bawnless Recruitment;;Unit 10 Clontygora Court Muirhevnamor Dundalk Co. Louth A91 HF77;EA4996;;cvs@bawnlessrecruitment.com | enquiries@bawnlessrecruitment.com;https://bawnlessrecruitment.com | https://newry.com/listing/bawnless-recruitment/;General Recruitment
Louth;Budlite Healthcare Ltd;;6 Peter Street Drogheda Co. Louth;EA5115;;info@budhealthcare.ie;https://JobAlert.ie | https://budhealthcare.ie | https://www.budhealthcare.net/;Care & Healthcare
Louth;Cara Home and Nursing Care;Cara Nursing Care;Ceol Na Mara Newry Street Carlingford Co. Louth A91HK07;EA5358;+353150720320 | +3531507203203;;https://hica-uk.com/care-homes/the-wolds-care-centre/ | https://housingcare.org/housing-care/facility-info-163976-the-wolds-care-centre-louth-england | https://www.carechoices.co.uk/browse/east-midlands/lincolnshire/louth/care-homes/ | https://www.carehome.co.uk/carehome.cfm/searchazref/84079 | https://www.caresourcer.com/s/providers/towns/louth/care-home/ | https://www.elder.org/care-homes/england/east-midlands/lincolnshire/east-lindsey/louth/the-wolds-care-centre/ | https://www.trinitycare.ie/nursing-homes/louth | https://yorkarehomes.co.uk/homes/louth-manor-care-home/;Care & Healthcare
Louth;Cathrine Chiduza;Holistic Health Care Ireland (HHCI);Ardee Business Park Hale Street Ardee Co. Louth A92C7RW;EA4439;;gerrycurran03@gmail.com | paulojgray@gmail.com | westerns.louth@lgfaclubs.ie;https://hhci.ie/about/ | https://lnkd.in/eapvpnN | https://natural-wellness.ie/about/ | https://networkireland.ie/members/?id=69185256 | https://nrf.ie/author/nrf401/;Care & Healthcare
Louth;Clever Cut Contractors Ltd;;New Road, Bellurgan, Dundalk, Co. Louth A91 PF9K;EA3764;353429380892;;https://theclevercontractors.com/ | https://www.gulesider.no/clever+cut+contractors+ltd/107874988/bedrift | https://www.proff.no/selskap/clever-cut-contractors-ltd/-/produsenter/IF406CG016D;Construction
Louth;Click Nurse Limited;;7 Stapleton Place Dunkeld Dundalk Co. Louth A91 Y297;EA4605;353892004834;recruitment@clicknurse.eu;https://clicknurse.eu/contact;Care & Healthcare
Louth;CMC Rigging Contracts Ltd;CMCR Engineering;Roskeagh Kilcurry Dundalk Co. Louth A91HKT7;EA5269;+353831079558 | +353833917209;cathal@cmcrengineering.com | info.vision-net@crif.com | info@cmcrengineering.com;https://cmcrengineering.com | https://www.cmcrltd.com/about | https://www.rigger.ie/;Engineering
Louth;Cooley Food Consultants Limited;;New Road Bellurgan Dundalk Co. Louth A91 PF9K;EA2385;+353429376337 | +353429380892 | +353872411231;info@cooleyfoods.ie;https://cooleyfoods.ie;Food Industry, Consultancy
Louth;Jenni Kurian;Ireland Caring Recruitment;Innisfree 17 Dublin Road Dundalk Co. Louth A91H7Y3;EA4980;+35319161880 | +3535167357483 | +3539084585984 | +3539722543457;info@merchantmastery.io | n@gmail.com | stabannonschool@gmail.com;https://WePrint.ie | https://irelandnursing.com | https://stabannonschool.com/our-school/board-of-management/;Care & Healthcare
Louth;Mainline Links Ltd;;235 Moneymore Estate Drogheda Co. Louth A92 R5RF;EA4624;;dk@now-hiring.ie;https://mainline.ie/ | https://now-hiring.co.uk/?controller=pages&page_id=21 | https://now-hiring.ie;General Recruitment
Louth;Peak Performance Recruitment Ltd;;Unit 6, Finnabair Industrial Estate Dundalk Co. Louth A91 TK35;EA3557;+353429419660 | +353429419663;info@dundalk.ie | keith@aircraftleasing.ie;https://aircraftleasing.ie | https://dundalk.ie | https://www.aviationcv.com/organization/peak-performance-recruitment-ltd | https://www.peakperformancerecruitment.com;General Recruitment, Aviation
Louth;Peter's Workforce Solutions Ltd;;35 Rockfield Park Ardee Co. Louth A92RY93;EA5215;353871487311;info@cwsjobs.co.uk | info@petersworkforce.ie | workforcesolutions73@gmail.com;https://petersworkforce.ie | https://www.workforcesolutions.uk/about-us/;Industrial
Louth;Positive Impacts Healthcare Ireland Ltd;Positive Impacts;39 An Cheornog Toberona Dundalk Co. Louth;EA5112;353899495511;info@positiveimpactshealthcare.ie;https://positiveimpactshealthcare.ie/;Care & Healthcare
Louth;Rehoboth Care Limited;;46 Rivercourt Rathmullan Road Drogheda Co. Louth A92 HY75;EA5189;+353145234166 | +3531452341666 | +353742733361 | +3537427333614 | +353892046964;info@rehobothcare.ie | info@rehobothrservices.com | info@rehobothrservices.com;https://rehobothcare.ie | https://rehobothhaven.com/ | https://rehobothrservices.com/ | https://www.homecare.co.uk/homecare/agency.cfm/id/65432240061 | https://www.rehobothcare.co.uk/;Care & Healthcare
Louth;Servisource Healthcare Limited;;Block 3, Quayside Business Park Mill Street Co. Louth A91 WNH1;EA3416;;info@servisource.ie;https://servisource.ie/ | https://servisourcehealthcare.co.uk/ | https://servisourcetraining.ie/contacts/ | https://www.cpl.com/ie/for-clients/cpl-services/talent-solutions-services/healthcare-solutions;Care & Healthcare
Louth;Servisource Recruitment Ltd;;Block 3, Quayside Business Park Mill Street Co. Louth A91 WNH1;EA2011;;info@dundalk.ie | info@servisource.ie;https://Employee.ie | https://dundalk.ie | https://servisource.ie | https://servisourcehealthcare.co.uk/ | https://www.recruit.ie/company-detail/43;General Recruitment, Care & Healthcare
Louth;Site Crew Limited;;Clontygora Court Muirhevnamor Dundalk Co. Louth A91 HF77;EA4205;35315710279;info@sitecrew.ie | steven@sitecrew.ie;https://sitecrew.ie;Construction
Louth;Starline Agency Ltd;;25 Carlinn Avenue Mullaharlinn Road Dundalk Co. Louth A91Y22D;EA4818;;;https://thaibsaa.com | https://www.starline.com/ | https://www.starlineagency.ch/about/ | https://www.starlinegroup.com/ | https://www.starlinerecruitment.co.uk/sign-up/ | https://www.track-express.com/starline-agencies-container-tracking/;General Recruitment
Louth;The Recruitment Bureau (Drogheda) Limited;;The Dairy Glaspistol Clogherhead Co. Louth A92 TX0A;EA2247;;hazel@recruitmentbureau.com | info@recruitmentbureau.com;https://jobs.recruitmentbureau.com/ | https://recruitmentbureau.com | https://www.locallife.ie/kells/moreinfo.asp?site=DROGHEDA&p3link=129949;General Recruitment
Louth;True North Enterprises Ltd;Darver International;Darver Cottage Killincoole Darver Co. Louth;EA4873;;;https://www.tne3pl.com/ | https://www.truenorthglobal.co.uk/;Logistics & Warehousing, Supply Chain
Louth;Trust Care Nursing Agency;;6 Cois Croinn Saltown Dundalk Co. Louth A91YH70;EA4793;+35317353427 | +35389793786;calum@trust-care.co.uk | hello@trust-care.co.uk | staffing@trust-care.co.uk;https://HSE.ie | https://trust-care.co.uk/about/ | https://trustcarenurseregistry.com/ | https://trustcarenursing.com | https://www.homecare.co.uk/homecare/listings.cfm/searchtown/Louth | https://www.trustcare.co.uk/ | https://www.trustcare.co/;Care & Healthcare
Louth;White Care Staffing Limited;White Care Staffing Limited;1 Carlinn Hall Mullagharlin Road Dundalk Co. Louth A91 VK4K;EA4312;;;;Care & Healthcare
Louth;WorkMotion Ireland Limited;;1 Francis Street Dundalk Co. Louth A91 XK38;EA4798;;;https://workmotion.com/;General Recruitment, HR
Mayo;Atlantic Energy Consultants Ltd;Atlantic Recruitment Group;Office 7, Unit 1 Udaras Na Gaeltachta Industrial Estate Belmullet Co. Mayo F26P997;EA5398;353879350901;info@atlanticenergyconsultants.ie;https://atlanticenergyconsultants.ie | https://atlanticons.com/ | https://atlanticrecruitmentgroup.com/about-us/;Consultancy
Mayo;Connacht Services;;Market Square Charlestown Co. Mayo;EA5305;+353852632291 | +353858206170 | +353860726840 | +353872623115 | +353949289000 | +353949630335 | +353949631161;caroline@cndc.ie | g.csligo@yahoo.ie | garvinclean@gmail.com | reception.connacht@gaa.ie;http://garvincleaning.ie/ | https://connachtgaa.ie/contact/ | https://connachtmotoringservices.com/loc/mayo/page/5/ | https://gaa.ie | https://jsweeneycarpentryconstruction.ie/ | https://upmc.ie/locations/sports-medicine-clinic/mayo | https://www.connachtcleaning.ie/ | https://yahoo.ie;Cleaning Services, Maintenance Services
Mayo;Dolmen Life Sciences Ltd;NIRAS Ireland;Unit 10 N5 Business Park Moneen Castlebar Co. Mayo F23 EH42;EA4320;;;https://www.dolmen.ie/ | https://www.f6s.com/company/dolmen-life-sciences-limited | https://www.instafinancials.com/company/dolmen-life-sciences-private-limited/U51909DL2010PTC208553/about-us.html | https://www.niras.com/offices/ireland/;Life Sciences, Engineering, Consultancy
Mayo;Dynamic Team Healthcare Services Ltd;;44 Roches Terrace Ballina Co. Mayo F26 A2W8;EA5080;353838115417;;https://dhscompanies.com/ | https://dsafetys.com/ | https://dynamichealthcareteam.com/ | https://www.dynamicteamhealthcare.com/contact-us;Care & Healthcare
Mayo;G.A. Dillon Engineering Ltd;Dillon Engineering;Linenhall St Castlebar Co. Mayo;EA4977;+353876272369 | +353877905646 | +353949002573 | +353949316002 | +353949316003;dillon1@gmail.com | info@dillones.ie;https://dillones.ie/ | https://mayo.ie | https://www.dillones.com | https://www.gaaworks.ie/business-directory/dillon-engineering-services;Engineering
Mayo;HWT Engineering Limited;Team Horizon;Chambers House Ellison Street Castlebar Co. Mayo F23DE92;EA3992;;;https://mayoengineering.com/ | https://www.hwtengineering.com/;Engineering
Mayo;ID Employment Specialists Limited;ID Recruitment;Cahernabrock Shrule Co. Mayo H91TVF3;EA4192;353949031930;info@idrecrutiment.ie;https://drjobpro.com | https://idrecruitment.ie/new-business-name-id-recruitment/ | https://recruitisland.ie/company/jwr-employment-specialists/;General Recruitment
Mayo;JRC Recruitment Ltd;Arcon Recruitment Services;29 New Antrim Street Castlebar Co. Mayo;EA2071;353949029944;info@arconrecruitment.com;https://arconrecruitment.com/ | https://jrcllc.com/our-services/;General Recruitment Services
Mayo;Murray Ambulance Service Ltd;;Coarsepark Castlebar Co. Mayo F23 EC89;EA4631;353949250999;info@murrayambulance.ie;https://murrayambulance.ie | https://ambulanceservices.co.uk/MurrayAmbulanceService.htm | https://www.phecit.ie/PHECC/Education_and_careers/Recognised_institutions_and_courses/RI_Seach_Display.aspx?ID=33;Care & Healthcare
Mayo;Senitor Recruitment Limited;;Lesson Enterprise Center Altamont St Westport Co. Mayo F28 W429;EA5060;35315846866;info@senitor.com;https://interim-hub.com/provider-directory/8110/senitor-associates-ltd/ | https://leesonenterprisecentre.ie | https://senitor.com;IT & Data Science
Mayo;Workforce Elite Recruitment Ltd;;Mullauns Breaffy Road Ballina Co. Mayo;EA4692;;;https://eliteworkforcesolutions.co.uk/;General Recruitment
Mayo;GDI Ventures Ltd;;Unit 2.17 Block C Innovation Quarter Ballina Tone St, Ballina Co. Mayo F26 A0FD;EA5377;;office@gdi.ie;https://www.gdiventures.co/ | https://www.voluntaryconstructionregister.ie/register/detail/gdi-ventures-ltd1;Construction, General Recruitment
Meath;24hrCareServices Limited;;Unit 9, Building 15 Killegland Street Ashbourne Co. Meath A84HH77;EA3390;+35318357282 | +35319690538;cv@24rescare.ie | info@24hrcareservices.ie;https://24hrcareservices.ie/ | https://24rescare.ie | https://countymeathchamber.ie/business-directory-1-1/bc-home-care/bm-24hr-careservicesie;Care & Healthcare
Meath;Alloy Recruitment Ltd;Trucker Direct;67 Ardlea Dunshaughlin Co. Meath A85 X438;EA4515;;;http://www.alloyrecruiting.com/ | https://alloyrecruitment.ie/ | https://cdpsearch.com/specialty/alloy-recruitment-agency/;Logistics & Warehousing
Meath;Amazing Homecare Support Agency Limited;Amazing Homecare Support Agency;59 Effermock Green Trim Co. Meath;EA5393;353899631367;office@amazinghomecareagency.com | support@amazingcare.ie;https://amazingcare.ie | https://amazinghomecare.com/ | https://amazingsupporthomecare.com/ | https://www.amazinghomecare.co.uk/ | https://www.amazinghomecareagency.com/contact-us/;Care & Healthcare
Meath;Bluestone Personnel Ltd;Protential Resources;New Town Centre Killegland Street Ashbourne Co. Meath;EA3561;35318350044;michael@protentialresources.com;http://seankuhnke.com/workspread/job/petrol-station-attendant-at-bluestone-personnel-ltd-t-a-protential-resources-trim-county-meath-734d90d429799a0ajktk-c2Vhbmt1aG | https://jobifivisa.com/job/dairy-farm-jobs-in-bluestone-personnel-limited-ireland/ | https://protentialresources.com;General Recuitment, Agriculture
Meath;Care Delivered Limited;;38 Brindley Park Court Ashbourne Co. Meath;EA4923;;info@caredelivered.uk;https://caredelivered.uk/;Care & Healthcare
Meath;Clarion Healthcare Limited;;15 Cois Glaisin Green Johnstown Navan Co. Meath C15 EDE5;EA4942;;info@clarionhealth.net;https://Advertiser.ie | https://clarionhc.org/ | https://www.clarionhc.com/ | https://www.clarionhealth.com/company | https://www.clarionhealth.net/;Care & Healthcare
Meath;Creane McCormack Limited;;No 5 The Orchard Headford, Demesne Kells Co. Meath A82 F6C7;EA2060;;john@creanemccormack.com | martin@creanemccormack.com;https://creanemccormack.com/;General Recruitment, Consultancy
Meath;Events Recruitment Limited;;22 Bourne Avenue Ashbourne Co. Meath A84T256;EA4804;;info@countymeathchamber.ie;https://www.priorityplacements.ie/;Hospitality
Meath;Global Recruitment Solutions;;Knightsbrook Trim Co. Meath C15A9K2;EA5328;3535868737569;greg@global-recruitmentsolutions.com | hello@globalrs.co.uk | info@global-recruitmentsolutions.com | recruitment@globalrecruitsolutions.co.uk;https://globalrecruitsolutions.co.uk | https://global-recruitmentsolutions.com/ | https://globalrs.co.uk/ | https://goglobal.com/hr-solutions/global-recruitment/ | https://www.globalrecruitmentsolutions.ie/;General Recruitment
Meath;Good People Staffing Solutions Ltd;Goodpeople.ie;Office 13, Unit 8D Telecommute Building Dunshaughlin Business Park Dunshaughlin Co. Meath;EA4117;;hr@goodpeople.ie;https://countymeathchamber.ie/business-directory-1-1/bc-recruitment/bm-good-people | https://www.goodpeople.ie/ | https://goodpeopleuk.com/;General Recruitment
Meath;HPL Engineering Servies Ltd;HPL Engineering Ltd;Unit 1 Duleek Business Park Duleek Co. Meath;EA5266;;info@hpl-engineering.ie;https://hpl-engineering.com/en/home-en/company-en/design-office-en/ | https://hpl-engineering.ie | https://hplengineering.com/profile.htm;Engineering
Meath;HRS Group Pty;;No.1 Coolnahinch, Moynalty, Kells, Co. Meath A82 Y045;EA3468;;;https://hotfrog.ie | https://hrsgroup.co.za/ | https://jobs.hrs.com/content/Our-history/?locale=en_US | https://www.hrs.com/enterprise/hrsgroup/;HR
Meath;James Gibbons Limited;James Gibbons Recruitment;Ross Cross Tara Co. Meath;EA3500;353860405060;info@gibbonsrecruitment.ie;https://jamesgibbons.ie | https://www.europages.co.uk/JAMES-GIBBONS-LTD/GBR031478-00101.html;General Recruitment
Meath;Kellett Recruitment;;10 The Park Broadmeadow Vale Rathoath Co. Meath A85PK50;EA5368;+353498541488 | +353830139629;;https://kellettrecruitment.com/;General Recruitment
Meath;Lavina Nursing Agency Ltd;;40 Blackcastle Demesne Slane Road Navan Co. Meath;EA4758;;;https://www.lnanursingagency.com/;Care & Healthcare
Meath;Marsh Mackey Recruitment Consultants Ltd;Marsh Mackey Recruitment Consultants Ltd;3 Bridge Street Navan Co. Meath;EA1453;+353469023835 | +353469028205 | +353469028262;donna@marshmackey.com | recruit@marshmackey.com;https://countymeathchamber.ie/bc-recruitment/bm-marsh-mackey-recruitment-consultants | https://marshmackey.com | https://vymaps.com/IE/Marsh-Mackey-Recruitment-60b2396e434e4500017b7837/ | https://www.marshmackey.ie;Accounting & Finance, General Recruitment
Meath;Medsource Medical Services Ltd;;Farrell Street Kells Co. Meath;EA3514;;info@medsource.ie;https://Medsource.ie | https://medsourceltd.com/ | https://www.nedoc.ie/wp-content/uploads/2018/03/Locum-Registration-Form.pdf;Care & Healthcare
Meath;Monroe Recruitment Limited;Monroe Recruitment Limited;7 The Prospect Athlumney Navan Co. Meath C15VKH3;EA3885;35315471471;charlene@monroerecruitment.com | info@monroerecruitment.com;https://monroerecruitment.com;General Recruitment
Meath;P + E Freeman Ltd;PTP Recruitment;54 Carne Hill Johnstown Navan Co. Meath;EA3217;;info@freemancoch.com | sales@emrsolutions.com;;General Recruitment
Meath;Peric Agency and Consultancy;;16 The Brambles Duleek Co. Meath A92N52C;EA5394;;a.peric@periconsulting.at | consultanth.kratzer@periconsulting.at | consultanth.pernt@periconsulting.atstefanieweinzierl | consultanth.puhl@periconsulting.at | customerservice@meathcoco.ie | leaders.weinzierl@periconsulting.at | projektassistentt.kratzer@periconsulting.at | s.weinzierl@periconsulting.at | t.kratzer@periconsulting.at | v.sodl@periconsulting.at;https://peric.co.uk | https://Peric.com | https://avanselrecruitment.ie/recruitment-agency-in-meath/ | https://peric.co.ukperic.co.uk | https://www.h2peric.com/ | https://www.perconsulting.co.uk/about-us/ | https://www.periconsultancy.co.uk/about-us/our-team/ | https://www.periconsulting.com/team/;Management, Consultancy
Meath;RR Recruitment Limited;RR Recruitment;Newmarket House New Market Street Kells Co. Meath;EA5152;;info@countymeathchamber.ie | vacancies@rrrecruitment.com;https://countymeathchamber.ie/business-directory/bc-employment-agency/bm-rr-recruitment-limited | https://lnkd.in/eDX6PciG | https://www.rrrecruitment.com/vacancies/;General Recruitment
Meath;Run My Recruitment;;Unit 39 Kells Business Park Kells Co. Meath;EA5385;;info@runmybusiness.ie | jobs@runmyrecruitment.ie;https://countymeathchamber.ie/bc-business/bm-run-my-recruitment | https://www.runmyrecruitment.ie/;General Recruitment, Business Services
Meath;Skillegions PVT.Ltd;;16 The Close Ruxton Oaks Navan Co. Meath C15V2XH;EA5240;+35318015000 | +353863634020 | +353863866915 | +353872235254 | +353872306955 | +353872722777;customerservice@meathcoco.ie | info@kepak.com;https://24hrcareservices.ie | https://Meath.ie | https://aeroleads.com/list/top-manufacturing-companies-in-meath | https://countymeathchamber.ie/business-directory | https://github.com/samankeng/SkillegionsFlask | https://irishsteel.ie/certified-register/page/4/ | https://localbusinesspages.ie/area.asp?county=Meath&area=Enfield | https://meath.group/about | https://meathcoco.ie | https://otabucert.com | https://www.casemine.com/judgement/uk/6599515caf1d365f88d9cb1b;Manufacturing, Industrial
Meath;Sky Staffing Solutions Ltd;;Unit 11, Ground Floor Scurlockstown Business Park Trim Co. Meath C15 E793;EA4653;35315392791;info@skystaffingsolutions.com | nfo@skystaffingsolutions.com;https://cruise.jobs/recruitment-agents/ireland/768/sky-staffing-solutions/ | https://skystaffingsolutions.com;Hospitality, General Recruitment
Meath;SRE Enterprise & Technical Ltd;Source Resource;Blackcut Galtrim Summerhill Co. Meath A83XP20;EA4545;;info@sourceresource.ie;https://sourceresource.ie | https://www.sourceresource.net/;IT & Data Science
Meath;StaffMasters;;40 Park Ridge Grangerath Drogheda Co. Meath A92W9NH;EA5315;353870362859;info@staffmasters.ie | nikita.paterson@staffmasters.co.za;https://hiredynamics.com/staffmasters-information/ | https://staff-masters.com/ | https://staffmasters.ie | https://www.staffmasters.co.za/contact-us/ | https://www.staffmastersinc.net/;General Recruitment
Meath;TEO Consulting Limited;;Derrockstown House Dunshaughlin Co. Meath A85 CX60;EA5070;353861645305;info@blakes-slv.co.uk | info@teoconsult.com;https://teoconsult.com | https://www.simplyhired.ie/search?q=teo+consulting+ltd&l=ashbourne%2C+county+meath;Consultancy
Meath;Unibee Educare Ireland Limited;;2 The Drive Newcastle Woods Enfield Co. Meath A83 PW93;EA5354;+353863020907 | +353892243256 | +353892247232;info@unibeeeducare.com;https://ClubDriveCloud.com | https://Palobd.com | https://Unibeeeducare.com | https://unibee.dev/ | https://www.ipaddress.com/website/unibeeeducare.com/;Care & Healthcare
Meath;Vista Career Solutions;;1 The Gallops Clonee Co. Meath D15HF8K;EA3622;+353873344886 | +353892554009 | +353894288675;jobs@vcsnursing.com | operations@vcsnursing.com;http://www.vistacare.vistacareersolutions.com/ | https://careers.vista.com/ | https://expomedics.com | https://vistacareersolutions.com/;Care & Healthcare
Meath;Vista Career Solutions Limited;;Bracetown Business Park Clonee Co. Meath;EA4991;+353873344886 | +353892554009;jobs@vcsnursing.com | operations@vcsnursing.com;https://expomedics.com/recruiters/vista-career-solutions-ltd-2 | https://vistacareersolutions.com/;Care & Healthcare
Meath;We are Strive Ltd;Strive Search;57 Cnoc Tiarnach Dunshaughlin Co. Meath;EA5049;;;http://mckennamushrooms.com/ | https://countymeathchamber.ie/business-directory-1-1/bc-payroll-software/bm-thesaurus-software | https://ibrands.ie/about | https://strive.digital/about/ | https://wearemeath.mixlr.com/;Board Level
Meath;Work Visas Ireland Ltd;Jobs & Visas Ireland;Curtistown Kilmessan Co. Meath C15 AH21;EA4925;353872235931;info@visasireland.ie;https://advocate-ie.com | https://countymeathchamber.ie/bc-consultancy/bm-visas-ireland | https://jobsandvisas.ie/ | https://visasireland.ie/ | https://www.ireland.ie/en/dfa/visas-for-ireland/ | https://www.irishimmigration.ie/coming-to-work-in-ireland/;International Staffing
Monaghan;Aertalent Limited;;Unit 7 CTEK 2 Riverside Road Carrickmacross Co. Monaghan A81Y382;EA4795;+353429653333 | +353857103810;fiona@aertalent.ie;https://www.aertalent.ie | https://www.signalhire.com/companies/aertalent-ltd;Aviation
Monaghan;Andonov Pro Ltd;;Unit 9, Steadfast Industrial Estate Dundalk Road Carrickmacross Co. Monaghan A81H529;EA4623;353429419014;info@andonovproltd.com;https://www.companiesintheuk.co.uk/ltd/andonov-pro;General Recruitment
Monaghan;Coral Nursing Social & Complementary Services Ltd;;Unit 2 The Avenue Ardee Road Carrickmacross Co. Monaghan A81 E950;EA5011;353873482908;mark@coralcareservices.ie;https://coralcareservices.ie/;Care & Healthcare, Social Care
Monaghan;JMG Solutions Limited;;11 Ardbanagher Glaslough Co. Monaghan;EA4276;35315266902;info@jmgsolutions.org;https://www.jmgsolutions.org/;Consultancy, Care & Healthcare
Monaghan;MCD Project Services & Recruitment Ltd;MCD Project Services & Recruitment Ltd;Corkimmons Clones Co. Monaghan H23 R729;EA5107;;andreshernandez3@msn.com | info@mcdprojectservices.com;https://mcdprojectservices.co.uk/ | https://mcdprojectservices.com.au/ | https://mcdprojectservices.com/ | https://mcdprojectservices.ie/;Engineering, Construction
Monaghan;Medistaff Locum Recruitment Ltd;Direct Medics;Tandrageebane Co. Monaghan H18 W291;EA2383;;;https://agencycarestaff.co.uk/business-directory/medistaff-recruitment/ | https://medistaffhrsolutions.com/about-us/ | https://medistaffteam.com/ | https://www.medistaff.agency/ | https://www.medistaff.io/;Care & Healthcare
Monaghan;Sui Muire Clerkin;Connect;Clones Road Monaghan Town Co. Monaghan H18 RR29;EA5402;;info@clerkinconsulting.com;https://clerkinconsulting.com | https://clerkinfinancial.wordpress.com/ | https://mmcireland.ie/members/clerkin-consulting/ | https://www.clanocleary.com/clerkin-ui-clereachain/;Consultancy, General Recruitment
Offaly;Allpro Recruitment Ltd;;16C Axis Business Park Clara Road Tullamore Co. Offaly;EA3947;;info@allprorecruitment.ie;https://allprorecruitment.ie | https://jobsirish.ie/employer/allpro-recruitment/ | https://laoisjobsfair.ie/jobs/allpro-recruitment/ | https://midlandjobs.ie/company/1179/allpro-recruitment-ltd/;General Recruitment
Offaly;DB Resourcing Ltd;DB Recruitment;Killina Rahan Co. Offaly R35XH24;EA5001;+35319015777 | +353469772364;;https://1stdirectory.co.uk | https://www.dbconsulting.world/;IT & Data Science
Offaly;Pharmaval Engineering Ltd;Pharmaval Engineering Ltd;Kinnafad Edenderry Co. Offaly R45KA02;EA4008;;info@pharmaval.com;https://pharmaval.co.in/ | https://pharmaval.com | https://www.pharmaval.ie/contact-us;Pharma, Engineering
Offaly;Retronix Semiconductor Europe Limited;Retronix Semiconductor;Unit 12 Northman Court Cloncollig Industrial Estate Tullamore Co. Offaly R35 A0C5;EA4188;;contact@retronix.com | hello@retronix.com | sales@retronix.com | usa@retronix.com;https://retronix.com | https://retronixeurope.com/ | https://retronixsemiconductor.com/;Electrical
Roscommon;BG Recruitment Limited;BG Recruitment;Teevnacreeva Tibohine Castlerea Co. Roscommon;EA5325;;;;General Recruitment
Roscommon;Empower Rehab Solutions Ltd;Empower Recruitment;Maple Drive Boyle Co. Roscommon F52 P658;EA5262;353894555382;empowerrehabsolutions@gmail.com;https://empowerrehab.com/ | https://empowerrehabltd.com/ | https://www.empowerrehabsolutions.ie/;Care & Healthcare
Roscommon;Le Gra Futures Limited;;2 St Josephs Avenue Carrick Road Boyle Co. Roscommon F52 P744;EA4658;;;https://www.legrabeer.com/pages/our-team | https://www.roscommonanalytics.com/;General Recruitment
